#
# Columns:
#    ID               - a timestamp for the sample; use it to identify the synchronized model for this sample
#    servers          - total number of servers in a cluster
#    threads          - total number of threads in a server
#    cpu-util         - CPU Utilization (*.m - measured value with Cloud Watch and SNMP; average); this is a number between 0 and 1 (Cloud Watch) or 0 and 100 (SNMP)
#    users.c          - the number of users accessing the system (experienced by the server; calculated value)
#    response-time    - response time in miliseconds (*.m - measured value)
#    arrival-rate     - arrival rate in requests / second (measured value)
#    throughput       - throughput in requests / second (*.m - measured value)
#    users.max        - maximum number of users allowed in the system (calculated with glpk)
#    users.requested  - the number of users as in workload
#    users.actual     - the actual number of users in the system (it's either users.max or users.requested)
#    users.blocked    - the number of users who had denied access (users.requested - users.max)
#    arrival-rate.req - the calculated arrival rate if all users would have received service
#
# Experiment settings
#    • Workgen: (FIFA98 - 300) / 6, every 2 minutes get a new sample, think time of 500 ms
#    • Topology: Proxy - c3.xlarge; Database Server - c3.large; Web Server - m3.medium
#    • Image ID: ami-f6cae79c
#    • 
#    • 
#    • 
#    • 
#
#------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
#         ID        |                 Servers                                   |                                                     CPU Utilization                                                   |                                        SELECT 1-amazon                        |                                         select1-shark-tank                    |
#      (time at     |     servers.data.m|      servers.web.m|    servers.shark.m| cw.cpu-util.data.m| sn.cpu-util.data.m|  cw.cpu-util.web.m|  sn.cpu-util.web.m| cw.cpu-util.prox.m|  sn.cpu-util.shark|            users.c|     arrival-rate.m|    response-time.m|       throughput.m|            users.c|     arrival-rate.m|    response-time.m|       throughput.m|
#       saving)     |            (count)|            (count)|            (count)|                (%)|                (%)|                (%)|                (%)|                (%)|                (%)|            (count)|          (req / s)|               (ms)|          (req / s)|            (count)|          (req / s)|               (ms)|          (req / s)|
#------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
       1454885336926                   1                   1                   1          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000
       1454885397186                   1                   1                   1          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000
       1454885457465                   1                   1                   1          0.00000000          1.00000000          0.00000000         25.00000000          0.00000000          1.00000000          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000
       1454885517702                   1                   1                   1          0.02000000          0.00000000          0.11330000          1.00000000          0.01080000          1.00000000          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000
       1454885577944                   1                   1                   1          0.00080000          0.50000000          0.11500000          1.00000000          0.00540000          1.00000000          1.25138706          2.23262633         60.50000000          2.23262633          0.00000000          0.00000000          0.00000000          0.00000000
       1454885638496                   1                   1                   1          0.00040000          0.50000000          0.00335000         10.00000000          0.00040000          1.00000000          1.53062415          2.79916025         46.81547619          2.79916025          0.00000000          0.00000000          0.00000000          0.00000000
       1454885698727                   1                   1                   1          0.00085000          0.50000000          0.06670000          9.00000000          0.00105000          1.00000000          1.50967226          2.76588300         45.81927711          2.76588300          0.00000000          0.00000000          0.00000000          0.00000000
       1454885758995                   1                   1                   1          0.00125000          0.50000000          0.11420000          9.00000000          0.00170000          1.00000000          1.58070213          2.91584051         45.22413793          2.89917857          0.00000000          0.00000000          0.00000000          0.00000000
       1454885819276                   1                   1                   1          0.00080000          0.50000000          0.09835000          9.00000000          0.00185000          1.00000000          1.56104104          2.84919273         44.70348837          2.86585467          0.00000000          0.00000000          0.00000000          0.00000000
       1454885879531                   1                   1                   1          0.00120000          0.00000000          0.09670000          8.00000000          0.00185000          1.00000000          1.52421814          2.79920689         44.51785714          2.79920689          0.00000000          0.00000000          0.00000000          0.00000000
       1454885939767                   1                   1                   1          0.00120000          1.00000000          0.09500000          9.00000000          0.00190000          0.50000000          2.24425153          4.11556918         45.30769231          4.11556918          0.00000000          0.00000000          0.00000000          0.00000000
       1454885999991                   1                   1                   1          0.00080000          0.50000000          0.09580000         14.00000000          0.00190000          1.00000000          2.24259744          4.11577492         44.87854251          4.11577492          0.00000000          0.00000000          0.00000000          0.00000000
       1454886060219                   1                   1                   1          0.00125000          1.00000000          0.11835000         13.00000000          0.00210000          1.50000000          2.35259615          4.31580351         45.11196911          4.31580351          0.00000000          0.00000000          0.00000000          0.00000000
       1454886120483                   1                   1                   1          0.00125000          0.50000000          0.14165000         14.00000000          0.00270000          0.50000000          3.86844079          7.09869857         46.23294118          7.08203496          0.00000000          0.00000000          0.00000000          0.00000000
       1454886180788                   1                   1                   1          0.00125000          0.50000000          0.14500000         26.00000000          0.00270000          1.00000000          5.69409451         10.39792042         46.74240000         10.41458375          0.00000000          0.00000000          0.00000000          0.00000000
       1454886241030                   1                   1                   1          0.00170000          1.00000000          0.19500000         34.00000000          0.00335000          1.00000000          6.20494918         11.34810865         47.58676471         11.33144476          0.00000000          0.00000000          0.00000000          0.00000000
       1454886301278                   1                   1                   1          0.00210000          1.00000000          0.29830000         36.00000000          0.00500000          1.50000000          6.29333444         11.49808365         47.33768116         11.49808365          0.00000000          0.00000000          0.00000000          0.00000000
       1454886361664                   1                   1                   1          0.00250000          0.50000000          0.36830000         36.00000000          0.00580000          0.50000000          6.29323446         11.49808365         47.32898551         11.49808365          0.00000000          0.00000000          0.00000000          0.00000000
       1454886421916                   1                   1                   1          0.00250000          0.50000000          0.38665000         35.00000000          0.00605000          1.00000000          6.90114981         12.54790868         49.98406375         12.54790868          0.00000000          0.00000000          0.00000000          0.00000000
       1454886482130                   1                   1                   1          0.00250000          0.50000000          0.38500000         46.00000000          0.00650000          1.00000000          7.95105816         14.44759207         50.97344111         14.43092818          0.00000000          0.00000000          0.00000000          0.00000000
       1454886542370                   1                   1                   1          0.00250000          0.50000000          0.40835000         49.00000000          0.00730000          1.00000000          7.77308250         14.11360872         50.10141509         14.13027177          0.00000000          0.00000000          0.00000000          0.00000000
